"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","lon","lat"
"PeteNicodemus","#GODBLESSAMERICAÌ†ºÌ∑∫Ì†ºÌ∑∏ #VETÌ†ºÌ∑∫Ì†ºÌ∑∏#TGDN #MAGAÌ†ºÌ∑∫Ì†ºÌ∑∏ #SpeakFreely #gab #UPPUSA #ORPUW #MakeAmericaSafeAgainÌ†ºÌ∑∫Ì†ºÌ∑∏#JUSTICEFORBENGHAZI4Ì†ºÌ∑∫Ì†ºÌ∑∏#VetsLivesMatter #FactsOfRecord",32807,4388,19146,4821,NA,"Nick",2012-10-10 13:55:04,FALSE,FALSE,"PeteNicodemus","REVOLUTIONARY","en","871823742",134,FALSE,"http://pbs.twimg.com/profile_images/3145822852/752541a94bd99db1f7c33ac5c4c45d0a_normal.jpeg",-81.3748617,32.9994447
"NavarreStreet","Christian, Independent Thinker, Adviser to NSA, Army of One, Father, Husband, Big Papa, LEO Bro #NRA #Benghazi #Chadtough #BenCarson #DeplorableMe",17326,3139,4870,4516,NA,"Deplorable WjNavarre",2009-09-24 19:18:07,FALSE,FALSE,"NavarreStreet","Washington DC, Detroit, Denver","en","77019125",48,FALSE,"http://pbs.twimg.com/profile_images/735318991665811456/giIWtQ-X_normal.jpg",-77.0368707,38.9071923
"bbogaard","#media #Jedi independent thinker ‚ù§Ô∏èexchange of ideas/on Twitter #optics I try 2 #answer #suggestions follow/follow back/opinions r own likes/rt not endorsement",7414,12747,7307,4011,NA,"bogaard",2009-03-05 20:56:04,FALSE,FALSE,"bbogaard","United States","en","22977459",357,FALSE,"http://pbs.twimg.com/profile_images/803212910667309056/yxLzJ9Px_normal.jpg",-95.712891,37.09024
"BishopInAfrica","Live Aware, Not Afraid. The only thing We control in this life are our feelings about the situation So when u're in a bad one, being aware will save you Breath",2400,70,1214,83,NA,"Bishop",2014-11-17 19:33:15,FALSE,FALSE,"BishopInAfrica","Everywhere I'm Needed","en","2902967064",20,FALSE,"http://pbs.twimg.com/profile_images/534442641841086464/EIxO-YGP_normal.jpeg",NA,NA
"HambySr","SILENCE IS CONSENT",86600,586,8825,305,NA,"chet hamby sr.",2015-02-19 16:09:42,FALSE,FALSE,"HambySr","Provo, UT","en","3030545658",220,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png",-111.6585337,40.2338438
"KennyLipp","",25946,305,11375,134,NA,"kenny  lipp",2013-02-01 11:45:45,FALSE,FALSE,"KennyLipp","","en","1139455316",72,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png",NA,NA
"silkylink11","Countering MSM and Globalists memes.  Climbing from the rabbit hole seeing things clearly ... it's going to be hard work and fun!",1822,363,766,448,NA,"Deplorable Alice",2015-07-23 20:42:57,FALSE,FALSE,"silkylink11","Dawn of new chapter ... USA","en","3289184786",13,FALSE,"http://pbs.twimg.com/profile_images/796221017530068992/H98QTVB8_normal.jpg",NA,NA
"AbnRgr504","It's not who I am underneath, but what I do that defines me. - Batman",29687,1076,10408,1131,NA,"AbnRgr504 Ì†ºÌ∑∫Ì†ºÌ∑∏",2012-10-16 22:19:05,FALSE,FALSE,"AbnRgr504","","en","885433602",72,FALSE,"http://pbs.twimg.com/profile_images/546362578860269568/euxvPfU3_normal.jpeg",NA,NA
"Kathyco44813484","Catholic ,supports 2A, lover of animals ,retired law enforcement. Republican forever & ever amen.",54868,1386,23291,719,NA,"Deplorable Kathy",2016-05-20 14:19:16,FALSE,FALSE,"Kathyco44813484","Fla","en","733663385443782656",176,FALSE,"http://pbs.twimg.com/profile_images/772569419511762944/mBwDBbRT_normal.jpg",-81.5157535,27.6648274
"BonnieGranny","Going blind #FightBlindness ‚Ä¢‚ù§Ô∏è art+colors‚Ä¢Most pics r NOT mine‚Ä¢NO Porn‚Ä¢ ‚ù§ #Dogs #Cats #DontShopAdopt #LGBTQ #AllLivesMatter #Trump #MAGA #PrayForAssange #God",89786,12219,84445,12116,NA,"Granny‚ù§Ô∏è",2014-11-03 23:38:51,FALSE,FALSE,"BonnieGranny","Earth","en","2859702526",469,FALSE,"http://pbs.twimg.com/profile_images/804995452466851840/f2NbtBXn_normal.jpg",-102.4107493,34.2331373
"ghostrider313","",7400,314,2929,596,NA,"Norb G.",2012-05-16 17:05:24,FALSE,FALSE,"ghostrider313","","en","582079335",14,FALSE,"http://pbs.twimg.com/profile_images/613140680412688384/uwhZzI7N_normal.jpg",NA,NA
"merriemarie","",43846,2323,16899,1704,NA,"merriemarie",2008-08-02 00:42:05,FALSE,FALSE,"merriemarie","","en","15696583",168,FALSE,"http://pbs.twimg.com/profile_images/1821908673/20110605102147_merriemarie_IKU9HY4PB0NL81SMXJ7WE6A3RDQT5C2FVOZG_normal.jpg",NA,NA
"linnie13","#Trump supporter. #2A, Patriot, Corvettes, Vegas,  Animal Lover, Collector Of Forensic Evidence.  It's A Hell Of A Combination..But Someone's Got To Do It.",43301,3709,56222,4649,NA,"linnie",2011-05-14 16:07:17,FALSE,FALSE,"linnie13","USA","en","298600255",20,FALSE,"http://pbs.twimg.com/profile_images/673181894784118784/4vG03pdm_normal.jpg",-95.712891,37.09024
"CarolVicic","Unabashedly conservative. The Constitution matters. #CruzCrew.",100348,2208,15019,248,NA,"Carol Vicic",2010-01-04 02:59:32,FALSE,FALSE,"CarolVicic","","en","101640907",135,FALSE,"http://pbs.twimg.com/profile_images/751987660281950209/euE6sxLa_normal.jpg",NA,NA
"ReluctantUser2","Newsmax & Cagle Syndicate Columnist, Keynote speaker. My latest book (photo above) on sale for only $3.99  https://t.co/yp3t4z7TNk",17361,236,1,75,"http://t.co/tBKs6bLxjv","Michael R Shannon",2009-03-06 21:23:22,FALSE,FALSE,"ReluctantUser2","","en","23120752",46,FALSE,"http://pbs.twimg.com/profile_images/472385697496571904/J4tHvv0F_normal.jpeg",NA,NA
"wolfgangeric3","Southern Whiteboy",1291,75,913,281,NA,"Eric Wolfgang",2016-11-21 02:40:03,FALSE,FALSE,"wolfgangeric3","United States","en","800529177250123776",7,FALSE,"http://pbs.twimg.com/profile_images/801354234516148224/2sEoEdQH_normal.jpg",-95.712891,37.09024
"InsaneTerrain","#AmericaFirst #MAGA #BanCAIR #SecureTheBorder #NoRefugees #eVerify for Voter Reg & Employment 
#BadIranDeal #Israel #PJNET #VETs #1A #2A #4A",9647,2193,3239,2067,NA,"JScotty",2011-07-27 15:25:19,FALSE,FALSE,"InsaneTerrain","ILLegalAliens work drive& VOTE","en","343429133",57,FALSE,"http://pbs.twimg.com/profile_images/775661132312899584/VCWEEMyM_normal.jpg",NA,NA
"IAMStefLawless","Sanders DelegateÌ†ºÌ∑ÆÌ†ºÌ∑πÌ†ºÌ∑©Ì†ºÌ∑™ 9/11 crisis counselor @atensnut @brunelldonald
@DineshDSouza @SheriffClarke @Youtube Thoughts/opinionsÌ†ºÌæÖ@seanhannity @instagram @TPUSA NYE",9122,309,6626,1079,"https://t.co/Ti3y4sX9v8","#GOD #NYE‚úû ‚öìÌ†ΩÌ∑ΩÌ†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑≤Ì†ºÌ∑ΩÌ†ΩÌ≤ã",2016-09-19 23:29:04,FALSE,FALSE,"IAMStefLawless"," Earth, Universe  Everywhere WorldWide Estados Unidos U.S.A. America ‚ô•„ÉÑ","en","778013064025088000",6,FALSE,"http://pbs.twimg.com/profile_images/803406586366464000/gX11Ja2O_normal.jpg",NA,NA
"wcsd1976","Christian, Conservative, Rustic Cuff fan, Street Outlaws Fan, 1995 Breast Cancer Survivor and I love America! God bless! ;)",53590,609,26601,184,NA,"My Dog",2012-08-02 02:56:52,FALSE,FALSE,"wcsd1976","Somewhere Out There","en","732012116",153,FALSE,"http://pbs.twimg.com/profile_images/444725862437359616/nRT1_7WI_normal.jpeg",NA,NA
"TheChuckr","Economics, politics, CAGW skeptic,Libertarian, part-time nerd, sometimes writer. Question everything-if you're not questioning something question why you're not",6208,790,1211,1096,NA,"The Chuckinator",2011-02-26 17:54:31,FALSE,FALSE,"TheChuckr","NJ","en","257976104",30,FALSE,"http://pbs.twimg.com/profile_images/675666012591792128/unMjEetZ_normal.jpg",-74.4056612,40.0583238
"DagnyRed","Conservative- American Patriot‚Ä¢Pro Israel &2A find me on https://t.co/NScAwq82l1  #NeverHillary EVER! #BackTheBlue",155454,5708,5603,4762,"https://t.co/3x53SVBtwO","MAGAÌ†ºÌ∑∫Ì†ºÌ∑∏Ì†ΩÌπèÌ†ºÌøºÌ†ΩÌ∞∏",2011-12-28 02:43:20,FALSE,FALSE,"DagnyRed","AMERICA","en","448510528",243,FALSE,"http://pbs.twimg.com/profile_images/586543967279251457/9AUDIw3j_normal.jpg",-95.712891,37.09024
"MichellyLaBelly","54. -- Where'd the '54.' come from?",24607,309,10783,262,NA,"Shelle",2009-04-21 03:02:20,FALSE,FALSE,"MichellyLaBelly","","en","33786401",33,FALSE,"http://pbs.twimg.com/profile_images/617211405603897344/98WC3Bke_normal.jpg",NA,NA
"old_put","American Revolutionary Hero, Military General, Defender of Freedom. ‚ÄúDon‚Äôt fire until you see the whites of their eyes! Then fire low!‚Äù ‚Äî Battle Of Bunker Hill",18569,393,29857,71,NA,"'Mad Dog' Old Put",2016-03-30 16:10:08,FALSE,FALSE,"old_put","Connecticut, USA","en","715209504493842433",35,FALSE,"http://pbs.twimg.com/profile_images/715210498309021696/2lDL7fjc_normal.jpg",-73.087749,41.6032207
"olds44rb","I'm conservative. I have values and ethics. I like to have fun and be funny. I am not a globalist.",1739,71,3577,96,NA,"Robert Bruno",2015-12-01 04:03:52,FALSE,FALSE,"olds44rb","","en","4335958588",9,FALSE,"http://pbs.twimg.com/profile_images/797456369263738881/dKfrFUeQ_normal.jpg",NA,NA
"whiteonechevy","American, Semper FI.",29185,1267,51653,1083,NA,"Ronald White",2009-08-20 12:09:24,FALSE,FALSE,"whiteonechevy","America","en","67297220",67,FALSE,"http://pbs.twimg.com/profile_images/2425852114/1my6aovbi0tozu9vtcti_normal.png",-95.712891,37.09024
"atexantoo","Trump & ONLY TRUMP!!!!",4793,397,5640,560,NA,"Kate Wilkerson",2015-08-01 22:38:46,FALSE,FALSE,"atexantoo","Dallas, TX","en","3399349145",12,FALSE,"http://pbs.twimg.com/profile_images/694598635661631488/U-4NMeFL_normal.jpg",-96.7969879,32.7766642
"merrow_a","",35600,692,31351,430,NA,"Tony Merrow",2014-09-15 20:49:33,FALSE,FALSE,"merrow_a","","en","2771575558",116,FALSE,"http://pbs.twimg.com/profile_images/784586462939447296/Cxdaz8qx_normal.jpg",NA,NA
"bcpanzica","HalfBreed. Half Italian/Half Scotch Irish. Aries !! American Military First !! #Family First. !! Mr Trump will be our Next President !!",7115,290,6900,824,NA,"Buster Voted Trump!",2014-03-15 13:18:51,FALSE,FALSE,"bcpanzica","Here","en","2391009804",35,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png",0.0007429,43.552293
"moniquesourdif","Love my children,love my grand children, love my doggie ,love Andy https://t.co/HKQJ9tO3oN DONALD TRUMP‚ù§Ô∏èÌ†ºÌ∑®Ì†ºÌ∑¶Ì†ºÌ∑®Ì†ºÌ∑¶On GAB Ì†ΩÌ∞∏I am Monicsourdif.Ì†ΩÌ∏â",125554,2620,6291,1214,NA,"MONIQUE SOURDIF",2009-04-28 13:28:59,FALSE,FALSE,"moniquesourdif","","en","36064015",114,FALSE,"http://pbs.twimg.com/profile_images/764677540682276865/xtOO3jBn_normal.jpg",NA,NA
"Sailoremcssw","Cold War Vet. VFW. Conservative. Oath to support and defend the Constitution of the United States against all enemies foreign or domestic, no expiration date.",8328,77,2,124,NA,"JeepSailorÌ†ºÌ∑∫Ì†ºÌ∑∏",2016-07-04 19:03:28,FALSE,FALSE,"Sailoremcssw","","en","750042359442780161",3,FALSE,"http://pbs.twimg.com/profile_images/750059294855430145/5pi0OQLu_normal.jpg",NA,NA
"Sterlng3","Love living in The Sunshine State. Crazy about sight and offshore fishing. Jeep Wrangler lady. rather be a smartass than a dumb one",1083,78,1092,145,NA,"Sterling Gillis",2015-08-01 04:10:43,FALSE,FALSE,"Sterlng3","North Florida","en","3398202539",2,FALSE,"http://pbs.twimg.com/profile_images/768206533624758273/mVS7FcVa_normal.jpg",-81.5157535,27.6648274
"adamleemcintyr2","I write my own music sing draw I published a children book the iadventures of moo land my music and book I'm a Christian adamm24841ue Uber (Green party!)",1566,57,1921,362,NA,"Adam Lee mcintyre",2016-11-12 16:23:51,FALSE,FALSE,"adamleemcintyr2","Rio rancho new mexico usa","en","797475002744532992",15,FALSE,"http://pbs.twimg.com/profile_images/799966548865654786/lmK5A5Pf_normal.jpg",-106.6630437,35.2327544
"DeLoachJW","USAF '92-'13. TN born & bred. Malaria & 23mm survivor. Homeschool Dad. No side-frumbling unless it is due to pre-framulated amulite.",3725,837,7147,803,"https://t.co/mNkm2PwX0h","JWD",2013-03-04 13:37:42,FALSE,FALSE,"DeLoachJW","Arrington, TN","en","1241386093",51,FALSE,"http://pbs.twimg.com/profile_images/666312357287763968/7gCcoxWB_normal.jpg",-86.7091643,35.8681199
"zeusFanHouse","It is what it is",49351,6270,27196,6012,NA,"Bill D",2011-03-01 13:58:02,FALSE,FALSE,"zeusFanHouse","Chicagoland","en","259260816",528,FALSE,"http://pbs.twimg.com/profile_images/461687204478087169/-dQBsFhY_normal.jpeg",NA,NA
"BMack03088355","Navy vet, #Trumpforpeace, #Trumpstormer,#Maga, #GAPA Greatest American Patriot Alive Donald J TRUMP.
#TRUMPINUPASTORM",7261,1360,10531,1360,NA,"Bill McCollom",2016-01-02 17:25:48,FALSE,FALSE,"BMack03088355","Phoenix, AZ","en","4697527465",23,FALSE,"http://pbs.twimg.com/profile_images/683343773338734592/Bt6DSyNe_normal.jpg",-112.0740373,33.4483771
"MichaelFSantoro","",10733,225,6216,277,NA,"POTUS  45",2009-07-18 12:33:24,FALSE,FALSE,"MichaelFSantoro","Philadelphia, PA","en","57922077",17,FALSE,"http://pbs.twimg.com/profile_images/802492148276989956/R9Zrbkw3_normal.jpg",-75.1652215,39.9525839
"THEWALL159","",2063,152,8499,241,NA,"All American Darrell",2013-01-05 15:11:15,FALSE,FALSE,"THEWALL159","Springfield, MO","en","1063198974",10,FALSE,"http://pbs.twimg.com/profile_images/788896196446138368/L9ubu1fn_normal.jpg",-93.2922989,37.2089572
"MarineJay83","Marine veteran, 3 tours in Middle East. avid golfer and defender of constitution. LIBERTY AND JUSTICE FOR ALL!!",4151,377,2302,179,NA,"Marine 4 Trump Ì†ºÌ∑∫Ì†ºÌ∑∏",2016-04-16 12:56:23,FALSE,FALSE,"MarineJay83","","en","721321337495691264",2,FALSE,"http://pbs.twimg.com/profile_images/803858308302045184/3ed5fmZP_normal.jpg",NA,NA
"LucidHuricane","#Breaking #News #BreakingNews from #USA Ì†ºÌ∑∫Ì†ºÌ∑∏ and #Worldwide. And maybe a joke or 2 Ì†ΩÌ∏ú #History lover!",7791,4177,7376,301,"https://t.co/D8SCazhEw3","Lucid News Network‚Ñ¢‚úò",2016-06-18 16:22:01,FALSE,FALSE,"LucidHuricane","North Carolina, USA","en","744203524028784640",47,FALSE,"http://pbs.twimg.com/profile_images/803585696137023488/7W7JMjpY_normal.jpg",-79.0192997,35.7595731
"MissMandi00","Proceed w/caution...If you're a pansy ass liberal, you shouldn't be here! To Hell with PC BS!",14393,14244,30043,13757,NA,"Mandi",2014-03-13 00:24:23,FALSE,FALSE,"MissMandi00","TEXAS!!","en","2386014535",89,FALSE,"http://pbs.twimg.com/profile_images/789302883627864065/_fzL6P-k_normal.jpg",-99.9018131,31.9685988
"Richard67101580","America First MAGA USMC. Trump will be the Greatest President of all time",20452,2720,20610,5001,NA,"Deplorable Rick",2016-03-09 11:30:24,FALSE,FALSE,"Richard67101580","Westchester, NY","en","707528961169997824",77,FALSE,"http://pbs.twimg.com/profile_images/745949317035401216/nNQM-JDD_normal.jpg",-73.7948516,41.1220194
"cajunkallie","God is my guidance, #MAGA, #PresidentDonaldTrump,#NeverHillary, #LawEnforcement,#Veterans,#Unity",41771,2037,27564,2114,NA,"#LoveofAmericaKB65",2010-10-14 00:30:39,FALSE,FALSE,"cajunkallie","","en","202417547",84,FALSE,"http://pbs.twimg.com/profile_images/794903130534133760/c2XrKlT5_normal.jpg",NA,NA
"SkiPhilosopher","A new Morning in America!  Ready for Trump/Pence leadership .... proud son of LEGAL immigrant here.",2956,3331,1571,5000,NA,"American Citizen",2009-03-27 19:46:12,FALSE,FALSE,"SkiPhilosopher","Philly","en","27080263",37,FALSE,"http://pbs.twimg.com/profile_images/788165986008477697/I07hGg3D_normal.jpg",-75.1652215,39.9525839
"MiriamRoseMc","Knitter, nature lover, World Traveller, Mother of 5, grandmother of 15, Married 51 years, #TRUMP2016  NRA member. (If I don't follow you back twitter blocks me)",139580,4384,15076,4987,NA,"TRUSTING TRUMP",2011-11-18 00:33:01,FALSE,FALSE,"MiriamRoseMc","Northern Michigan","en","415175014",308,FALSE,"http://pbs.twimg.com/profile_images/798584660498509826/wCsTWldX_normal.jpg",-96.7475837,46.8696503
"misstozak","Bookstore Owner! Book lovers welcome here.
NO LISTS.
Proudly blocked by Brad Thor!
#TrumpPence2016
#AmericaFirst
#HesWithUS
#100%Deplorable
#MAGA",88160,5887,38367,5242,NA,"VICTORIOUS Goddess",2010-05-23 16:16:40,FALSE,FALSE,"misstozak","Oxford, FL","en","147248694",175,FALSE,"http://pbs.twimg.com/profile_images/796443857307176960/pO26pl8t_normal.jpg",-82.0373039,28.9274834
"libertylady44","Life, liberty, pursuit of happiness. Against tyrannical government..",126530,5052,28141,5497,NA,"liberty lady",2013-07-01 21:30:16,FALSE,FALSE,"libertylady44","","en","1561539391",232,FALSE,"http://pbs.twimg.com/profile_images/557896198804492290/QanzMvOy_normal.jpeg",NA,NA
"ZN_007","For Your Eyes Only - America",12630,1631,13921,2003,NA,"007",2012-02-18 16:30:21,FALSE,FALSE,"ZN_007","USA","en","496105404",41,FALSE,"http://pbs.twimg.com/profile_images/1842517577/007_normal.jpg",-95.712891,37.09024
"ACatholicKnight","#Catholic,#ConstitutionalConservative, #KofC #4th #PROLIFE,  #ProTroops #Israel, #2A #AOH #TRumpPence16 #BlueLivesMatter 
Visited 7 Continents,Lived 9 Countries",92940,12032,413,11232,"https://t.co/0ZXF6jSYWe","Deplorable KEVIN",2011-12-05 00:10:59,FALSE,FALSE,"ACatholicKnight","VIVAT JESUS ","en","428619678",264,FALSE,"http://pbs.twimg.com/profile_images/802879899899936768/7KPyjSTP_normal.jpg",-77.074698,-12.094301
"RonTamber","Red Blooded American by birth. Southern by the grace of God. #Deplorable by nature Slayer of #SwampCreatures and Trolls  #SnowFlake melter Seeker of Truth",4737,1936,1418,4250,NA,"Deplorable_Ron",2012-03-31 10:07:20,FALSE,FALSE,"RonTamber","Powhatan, VA. ","en","541531273",47,FALSE,"http://pbs.twimg.com/profile_images/1999116546/IMG_20111223_135401-1_normal.jpg",-77.9188239,37.5415273
"GARYLUNZ","https://t.co/63JN7untZj",1497,677,21,4968,NA,"GARY  LUNZ",2012-10-09 21:56:28,FALSE,FALSE,"GARYLUNZ","LAUREL, NEBR.","en","870670477",3,FALSE,"http://pbs.twimg.com/profile_images/764215418798026753/I70Jbo3P_normal.jpg",-97.0913752,42.4284687
"GloomandDoom1","Politics, Economics and Considered Opinions on Travel, Art, History with Other Shameless Pontificating~RT Best of G&D~Check Back for #Trump Transition Comments",64140,918,23813,125,"https://t.co/hEB9U1j1vW","Gloom and Doom",2012-08-26 19:26:27,FALSE,FALSE,"GloomandDoom1","Citizen of The World","en","783046681",316,FALSE,"http://pbs.twimg.com/profile_images/744361745951645696/j4k9HFZW_normal.jpg",-73.6889619,40.6989788
"AdrianaStuijt","SA-Dutch ex-journo STimesJoburg  a.j.stuijt@knid.nl  Facebook Censorbugbear",119191,5647,26112,4282,"http://t.co/nuOaQE89pu","AdrianaStuijt",2009-01-09 02:43:49,FALSE,FALSE,"AdrianaStuijt","The Netherlands","en","18789378",264,FALSE,"http://pbs.twimg.com/profile_images/775957536390328320/ibuF9sxE_normal.jpg",5.291266,52.132633
"narnie4","",66349,1625,44318,1447,NA,"narnie4",2009-01-02 15:16:55,FALSE,FALSE,"narnie4","","en","18553881",211,FALSE,"http://pbs.twimg.com/profile_images/1343989896/image_normal.jpg",NA,NA
"hwfranzjr","Retired Marine,Vietnam Nam Vet. Merchant Marine Chief Engineer. Father of 5,now living in Philippines but heading back to US when vacation home completed. 100%",59631,527,25406,572,NA,"Henry Franz",2012-12-19 11:50:48,FALSE,FALSE,"hwfranzjr","","en","1021928947",46,FALSE,"http://pbs.twimg.com/profile_images/697598961121513472/rdFxyyXh_normal.jpg",NA,NA
"jackzyx","The Lamb of God takes away the sins of the world. His gift of Redemption is yours by faith in Him. Ask Jesus into your life. Read the New Testament.",18681,3653,5771,4409,NA,"jackxyz",2011-10-10 02:10:03,FALSE,FALSE,"jackzyx","ohio","en","388027679",32,FALSE,"http://pbs.twimg.com/profile_images/510876933492838400/nQ2Bp7zV_normal.jpeg",-82.907123,40.4172871
"MyPupVoted","Fiscally conservative. No more taxes! On social issues, I'll mind my own biz. Love dogs. Pls DM me if u want follow back. No list! GAB: https://t.co/viPVvZFDbS",53690,1146,8795,527,NA,"Pup4TheDon",2012-10-11 07:29:26,FALSE,FALSE,"MyPupVoted","Los Angeles, CA","en","873172632",107,FALSE,"http://pbs.twimg.com/profile_images/772121604897648640/pnuVhYvA_normal.jpg",-118.2436849,34.0522342
"TerreBehlog","God Bless America and God Bless President Elect TrumpÌ†ºÌ∑∫Ì†ºÌ∑∏#MAGA GOD GUNS AND TRUMP #NeverRomney Merry Christmas Ì†ºÌæÅÌ†ºÌæÅÌ†ºÌæÅ",19921,2429,19718,2533,NA,"Terre Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏",2016-10-16 09:41:09,FALSE,FALSE,"TerreBehlog","Georgia, USA","en","787589187247697920",88,FALSE,"http://pbs.twimg.com/profile_images/803010936856596480/Naw1NwxV_normal.jpg",-82.9000751,32.1656221
"Baltazar_Bolado","Word Craftsman of page-turners. #Baltazarbooks",4721,2761,56,2321,"http://t.co/yr85ar7Aet","Baltazar Bolado",2013-08-08 07:20:36,FALSE,FALSE,"Baltazar_Bolado","coast to coast","en","1654804826",39,FALSE,"http://pbs.twimg.com/profile_images/466645365068820480/joSzzlHy_normal.jpeg",-91.7745117,38.7930579
"jrphilpot","Marine Mom ‚úùFollower of Christ",59533,1593,1323,1524,NA,"JRPhilpot",2012-03-20 17:40:03,FALSE,FALSE,"jrphilpot","","en","531478369",147,FALSE,"http://pbs.twimg.com/profile_images/454635176816279552/xvEqSe_Y_normal.jpeg",NA,NA
"BarbaraLyne1","Follow back ..if twitter lets me..lol..",20424,1813,2432,1901,NA,"Barbara Lyne",2012-06-16 21:05:13,FALSE,FALSE,"BarbaraLyne1","","en","610357086",42,FALSE,"http://pbs.twimg.com/profile_images/2314335671/2012-06-049514-00-0195298_normal.jpg",NA,NA
"RebeccaMyself","Happily Married Christian Conservative just trying to live one day at a time in an evil world.",6067,494,17562,553,NA,"RebeccaMyself",2016-10-01 02:56:06,FALSE,FALSE,"RebeccaMyself","Radford, VA","en","782051434091143172",25,FALSE,"http://pbs.twimg.com/profile_images/782061268345708549/TtNK8u5v_normal.jpg",-80.5764477,37.1317924
"donaldbroom","Vet USMC-Let's take the USA back 1A-2A SARAH PALIN #teaparty ŒúŒüŒõŒ©Œù ŒõŒëŒíŒï PRO ISRAEL followed by Hannity/ AnnCoulter/D'Souza/Uma,JessieJaneDuff #FollowBack mostly",157537,20042,3488,18892,"https://t.co/XRsojVOmBJ","Deplorable Donald",2009-02-20 19:44:48,FALSE,FALSE,"donaldbroom","Johnson City, Tn","en","21426342",386,FALSE,"http://pbs.twimg.com/profile_images/741397184512282626/xUKyoaqF_normal.jpg",-82.3534727,36.3134397
"mavrick803","ROLL TIDE!!. #proIsrael. is it going to take getting hit by a nuke before ppl realize #islamistheproblem? #banislam #prolife. https://t.co/Mftmwmm3ml",79674,8514,1178,7550,NA,"Jimmy",2011-12-07 19:07:44,FALSE,FALSE,"mavrick803","SC","en","430952981",174,FALSE,"http://pbs.twimg.com/profile_images/764750440802156544/tTCNSOQV_normal.jpg",-81.1637245,33.836081
"patmo61","‚úùI love God first above all others. President-Elect Trump supporterÌ†ºÌ∑∫Ì†ºÌ∑∏Huge Pittsburgh Steelers fan!!Ì†ºÌøàMarried for 33 years. Mother to four kids.",27308,1007,17088,1184,NA,"Patty Ann",2013-08-08 02:38:52,FALSE,FALSE,"patmo61","California USA ","en","1654412989",51,FALSE,"http://pbs.twimg.com/profile_images/792983249320501248/V0nUtYj0_normal.jpg",-119.4179324,36.778261
"Michaelange_SE","Freelance observateur.Nous devrions tous prosp√©rer du fruit de notre travail, et ce, sans exception. L'avenir d√©pend de nos actions imm√©diates.Agissons ensemble",926,134,318,389,NA,"Michel Gere",2016-09-19 01:12:59,FALSE,FALSE,"Michaelange_SE","Miami-Montr√©al-Paris","fr","777676829448609793",3,FALSE,"http://pbs.twimg.com/profile_images/777684750576283648/7XIGV18n_normal.jpg",2.3522219,48.856614
"stevvid","",26731,302,21843,763,NA,"stevvid",2014-03-28 09:49:48,FALSE,FALSE,"stevvid","Budapest","en","2415685429",263,FALSE,"http://pbs.twimg.com/profile_images/655462359381725184/RYqjkkW2_normal.jpg",19.040235,47.497912
"EintheD1","Christian, Catholic, Conservative. Detroit Tigers & Detroit Lions fan.",53504,3311,33044,4206,NA,"John Tyler",2010-09-04 16:34:16,FALSE,FALSE,"EintheD1","Detroit Suburb","en","186867756",103,FALSE,"http://pbs.twimg.com/profile_images/1117233593/Old_English_D_normal.jpg",-83.1551146,42.240028
"mevrouwalexis","Pro Israel, Pro Trump, Socially open minded but politically conservative, original free thinker, Euro/American so political on both sides of Atlantic.",1845,339,1651,368,NA,"Alexis",2016-11-24 19:44:54,FALSE,FALSE,"mevrouwalexis","","en","801874250621558784",13,FALSE,"http://pbs.twimg.com/profile_images/801877612503011329/27lNp64-_normal.jpg",NA,NA
"mmalkavich","I like fashion, culture and the news. I follow interesting people and artists. I love #America #MelaniaTrump #MAGA #TrumpPence #Trump2016 ... #NeverHillary !!",18484,2873,5187,2371,NA,"Missy M.",2015-12-28 11:21:46,FALSE,FALSE,"mmalkavich","Brentwood, CA","en","4667051401",136,FALSE,"http://pbs.twimg.com/profile_images/685684067027664899/oe4q3sDB_normal.png",-121.6957863,37.931868
"dunxgrant1","Conservative Extraordinaire. The Era of Cultural Marxism is at an end. HURRAH! #BoycottCNN #MAGA #brexit",1081,152,1876,64,NA,"Dunc the Hunk",2016-11-10 12:38:36,FALSE,FALSE,"dunxgrant1","Madrid, Espa√±a","en","796693538373255168",13,FALSE,"http://pbs.twimg.com/profile_images/796713001621606401/LwYdIRnP_normal.jpg",-3.7037902,40.4167754
"dan_in_atl","Let's make America great again. Patriots Unite. Ban liberals. Turn off the lying media. God bless the USA #ArrestSorosNow",4650,2433,13025,4394,NA,"GABProud American",2009-03-31 16:08:11,FALSE,FALSE,"dan_in_atl","Georgia, USA","en","27900561",21,FALSE,"http://pbs.twimg.com/profile_images/786950078242041856/OY5vfEMM_normal.jpg",-82.9000751,32.1656221
"ben_watching","May God Shine the Light of Truth",13240,930,6570,1253,NA,"Ben Watching",2016-08-02 21:32:33,FALSE,FALSE,"ben_watching","","en","760589124172591104",40,FALSE,"http://pbs.twimg.com/profile_images/794711454003785728/nbsM6xPa_normal.jpg",NA,NA
